city_highest_avg_pm2_5,highest_avg_pm2_5,city_highest_avg_severity,highest_avg_severity,worst_hour_of_day,worst_hour_avg_pm2_5
Delhi,153.80642201834863,Delhi,6025.3431192660555,2,105.66739130434782
